fixation_id,fixation_run_id,fixation_start_event_time,fixation_order_number,x,y,fixation_target,source_file_line,source_file_col,token,syntactic_category,xpath,left_pupil_diameter,right_pupil_diameter,duration
fed1745d-9c3f-49cd-b8d9-305d595ce332,1684254591139,133262348065411789,1,671.926,311.546,XYSeries.java,787,23,,,,3.75393,3.83437,1382
ee0e28dd-5094-498d-b26f-76ff43ef07ec,1684254591139,133262348062405643,2,615.476,296.381,XYSeries.java,786,15,,,,3.79096,3.8532,282
f93c25a6-97a0-48d5-ae0d-8047121e1254,1684254591139,133262348059824494,3,710.222,350.556,XYSeries.java,790,23,,,,3.85274,3.8938,224
b9a8008b-7213-437d-bb21-5ad1bd31f010,1684254591139,133262348055079418,4,674.317,348.512,XYSeries.java,789,24,,,,3.80491,3.82597,333
8caac1b5-1b4f-48ea-9c66-99eec038f844,1684254591139,133262348049488234,5,601.667,349.211,XYSeries.java,789,12,,,,3.69105,3.80059,540
8410d602-6754-4366-8f08-c4d6b6b5b951,1684254591139,133262348033571115,6,628.357,339.619,XYSeries.java,789,17,,,,3.35592,3.49214,757
8501a636-0791-45ca-bacc-22957024d108,1684254591139,133262348029405158,7,617.633,441.49,XYSeries.java,796,15,,,,3.36901,3.43271,400
3aef8329-39b8-4772-b6b6-4431fb16a410,1684254591139,133262348026805668,8,652.767,470.567,XYSeries.java,797,20,,,,3.34139,3.37392,243
8eb6a9bf-f9c8-4fe6-bf3b-e88564e0c88b,1684254591139,133262348021740203,9,613.727,192.045,XYSeries.java,779,15,,,,3.51021,3.54093,200
38b5e797-1e01-4a81-8c19-acb8391b06ef,1684254591139,133262347884570261,10,604.5,206.917,Bug-7.txt,37,17,,,,3.6314,3.66735,768
fca60a8a-eed2-48a3-9208-c27e4fff7517,1684254591139,133262347866398519,11,598.5,219,Bug-7.txt,37,19,,,,3.54033,3.60031,1525
3f79ca46-9982-4e7e-95fa-8721cd3afb7f,1684254591139,133262347856406107,12,611.125,228.75,Bug-7.txt,39,17,,,,3.33023,3.38321,233
4acf719b-bb78-4e76-8a5a-90327bf28042,1684254591139,133262347855052122,13,608.545,318.455,Bug-7.txt,45,17,,,,3.45174,3.52313,86
f7631e44-51c8-4a6f-9908-affbf7e1e8a9,1684254591139,133262347852735069,14,693.36,408.28,Bug-7.txt,51,29,,,,3.59848,3.62103,206
5fefc86c-cdac-4b75-a04d-3097f2c6ffb8,1684254591139,133262347839820106,15,545.778,101.444,XYSeries.java,773,5,,,,3.53235,3.5705,225
88db065e-c131-4cdf-af9a-3cbb04379f5e,1684254591139,133262347743326333,16,712.846,566.769,XYSeries.java,804,29,,,,3.18399,3.23355,100
8deef21c-3570-432c-8395-eb354ae316f3,1684254591139,133262347739980645,17,739.2,497.3,XYSeries.java,799,33,,,,3.18584,3.22344,185
dff622ea-b3e0-4e9b-b33e-f48bf19d541b,1684254591139,133262347737739032,18,684.5,421.6,XYSeries.java,794,18,,,,3.24697,3.23371,125
a679c2b0-6ae1-488c-ba09-51c36d134404,1684254591139,133262347729571612,19,666.3,373,XYSeries.java,791,16,,,,3.31089,3.35654,325
47200ae7-f21b-48c6-a2c1-7a10472077b6,1684254591139,133262347667474212,20,667.08,455.8,XYSeries.java,796,22,,,,3.3338,3.41793,552
40bf3633-c84d-4276-a96b-7270948c1b44,1684254591139,133262347659071300,21,665.115,448.808,XYSeries.java,796,22,,,,3.35454,3.44745,422
474713ea-e353-445a-b360-2f455c15043a,1684254591139,133262347633488758,22,659.882,439.186,XYSeries.java,795,22,,,,3.30514,3.44324,1533
51558325-1313-4c7a-bc9f-2733b1373064,1684254591139,133262347630065894,23,680.16,355.52,XYSeries.java,790,18,,,,3.37751,3.52177,316
ac4b4893-2dd0-478f-89aa-0c57810c8d00,1684254591139,133262347610463840,24,773.723,337.292,XYSeries.java,789,37,,,,3.34926,3.45951,1894
f3009951-0855-4b39-a2c3-050cfcafdd1f,1684254591139,133262347604489165,25,719.837,349,XYSeries.java,789,30,,,,3.60981,3.68954,558
373c8df2-aa79-40e9-b565-4d3872634ecd,1684254591139,133262347578154953,26,682.527,320.36,XYSeries.java,787,26,,,,3.30609,3.39578,1918
e4bcc216-6fd2-4b1c-99bb-9a28e0fe8f47,1684254591139,133262347563905003,27,697.685,344.261,XYSeries.java,789,27,,,,3.22117,3.32828,1357
5ff5aee7-fb12-4640-806b-774b1bec92b2,1684254591139,133262347555265757,28,618.22,319.073,XYSeries.java,787,15,,,,3.26323,3.36419,847
40e622e8-f973-4891-b406-0170861f7633,1684254591139,133262347536821429,29,610.167,336.648,XYSeries.java,789,16,,,,3.46291,3.56144,1249
a081ec91-9c30-4365-9333-722cbb2d1a50,1684254591139,133262347507080621,30,600.64,357.988,XYSeries.java,789,13,,,,3.55623,3.64422,2458
a1852253-797e-4ac0-a3cd-5166fb63b97d,1684254591139,133262347488739026,31,792.077,341.462,XYSeries.java,789,40,,,,3.6753,3.7208,558
34adddbb-75ff-4153-9754-967f883cf09d,1684254591139,133262347459241113,32,607.642,343.341,XYSeries.java,789,14,,,,3.52132,3.63602,2908
f57e488e-07e9-461e-ab5a-3c9db1b2bc68,1684254591139,133262347448821676,33,550.239,278.291,XYSeries.java,784,6,,,,3.36189,3.46036,1017
c75e16c8-6c00-4b18-94a8-ff8c5a5002b9,1684254591139,133262347427485401,34,585.238,302.436,XYSeries.java,786,10,,,,3.40338,3.44633,1649
26276597-72a9-409d-869f-dcd06ebebd8a,1684254591139,133262347393824612,35,643.43,436.699,XYSeries.java,793,14,,,,3.35891,3.45336,3342
1b0faec3-b661-424b-8ca1-d12215cdc3b7,1684254591139,133262347382642165,36,572.452,279.645,XYSeries.java,784,8,,,,3.32909,3.38602,652
