fixation_id,fixation_run_id,fixation_start_event_time,fixation_order_number,x,y,fixation_target,source_file_line,source_file_col,token,syntactic_category,xpath,left_pupil_diameter,right_pupil_diameter,duration
7b970c78-cc26-4d8e-a29f-02c653060ac6,1684255027369,133262370124137778,1,828.8,530.4,AbstractCategoryItemRenderer.java,1591,46,,,,3.47422,0.0,652
0eb7417f-dcfa-43cb-b873-c84cbe519ced,1684255027369,133262370106721448,2,674.25,477.25,AbstractCategoryItemRenderer.java,1588,21,,,,3.51485,0.0,185
3d557bbe-9e53-430a-8981-2b5b10b9d8a6,1684255027369,133262370069238386,3,616.04,368.266,AbstractCategoryItemRenderer.java,1581,9,,,,3.02525,0.0,1225
a84e3885-942b-40af-be4b-9ca7faa8c08d,1684255027369,133262370065904760,4,707.952,437.524,AbstractCategoryItemRenderer.java,1586,28,,,,3.07399,0.0,184
2baee2d4-e44a-4234-a19d-6fe1cf6137dc,1684255027369,133262370059071448,5,590.033,410.869,AbstractCategoryItemRenderer.java,1585,12,,,,3.07851,0.0,633
5c1562c7-35f1-41f2-bea3-cd99c5b1ffb4,1684255027369,133262370054989234,6,606.932,470.205,AbstractCategoryItemRenderer.java,1588,11,,,,3.12223,0.0,383
ae1c18f7-ae4a-4664-912e-6443dedda1b5,1684255027369,133262370018148444,7,615.929,516.595,Bug-10.txt,63,18,,,,3.22502,0.0,1250
c86152f6-d5f4-42af-8713-1c6ccc51e51e,1684255027369,133262370012069840,8,574.679,479.036,Bug-10.txt,59,12,,,,3.12206,0.0,575
5bee8d22-1bdf-4dca-9ef0-572da3004bbf,1684255027369,133262370010072330,9,617.25,409.25,Bug-10.txt,55,19,,,,3.09183,0.0,125
f064f771-e775-4175-9b01-ef25c01e7966,1684255027369,133262370004904916,10,502.143,332.714,Bug-10.txt,49,2,,,,3.10486,0.0,367
9a392cd8-90a5-474c-9a08-095742bd53e9,1684255027369,133262369999568612,11,553.25,409.75,Bug-10.txt,55,9,,,,3.10507,0.0,248
03710824-306f-4a71-ae7a-3b95e62aa7a6,1684255027369,133262369995732320,12,565.885,479.346,Bug-10.txt,59,13,,,,3.24347,0.0,342
089cee51-3ea9-479b-a790-0a9f781426ab,1684255027369,133262369992902308,13,599.667,491.067,Bug-10.txt,60,16,,,,3.37516,0.0,233
c48057a0-466b-48b7-bcb0-50347e5858c5,1684255027369,133262369973405387,14,629.902,370.265,AbstractCategoryItemRenderer.java,1581,12,,,,3.21672,0.0,867
bcb690d5-56a4-4c1c-8678-764fe76f9e5d,1684255027369,133262369944572467,15,684.444,403.143,AbstractCategoryItemRendererTest.java,335,29,,,,3.1472,0.0,1231
194e5f99-d24b-43b3-af34-aab631054e0b,1684255027369,133262369855573730,16,804.031,517.656,AbstractCategoryItemRenderer.java,1591,42,,,,3.59761,0.0,674
d2971781-b909-4f04-a216-fdd58cdf3f80,1684255027369,133262369824906351,17,720.8,435.5,AbstractCategoryItemRenderer.java,1585,29,,,,3.35474,0.0,875
c813305b-08c5-40cf-95c7-d7f37432ac48,1684255027369,133262369816968993,18,601.919,380.851,AbstractCategoryItemRenderer.java,1582,13,,,,3.35518,0.0,635
66d4b9af-ae33-4c0d-a2e2-653a506f0aa0,1684255027369,133262369814884920,19,637.042,469.75,AbstractCategoryItemRenderer.java,1588,16,,,,3.53714,0.0,193
60b54bdf-7525-4a7a-84c8-488eeaa35908,1684255027369,133262369777573288,20,656.467,382.356,AbstractCategoryItemRenderer.java,1582,21,,,,3.37977,0.0,484
258ff7b3-994b-445b-9cc2-8fb739c2d9f0,1684255027369,133262369774823228,21,698,467.286,AbstractCategoryItemRenderer.java,1587,28,,,,3.46787,0.0,208
dea376e6-639b-4fea-be7d-8a02bcf2d227,1684255027369,133262369755320978,22,629.926,375.807,AbstractCategoryItemRenderer.java,1582,19,,,,3.17071,0.0,1291
f18a1243-ac57-408b-bc0e-0af374c64c5f,1684255027369,133262369753239155,23,632.1,308.6,AbstractCategoryItemRenderer.java,1577,17,,,,3.21472,0.0,183
af401708-60a9-4ad0-86d0-c5efb0cc0421,1684255027369,133262369747315227,24,721.6,251.086,AbstractCategoryItemRenderer.java,1572,30,,,,3.33135,0.0,560
2fc43896-34e6-4374-8374-4cb24993c16c,1684255027369,133262369745304647,25,773.857,276.571,AbstractCategoryItemRenderer.java,1575,38,,,,3.45139,0.0,177
2a35f208-f1ce-4eca-980e-88c8198d2564,1684255027369,133262369734233861,26,585.95,258.462,AbstractCategoryItemRenderer.java,1586,13,,,,3.50916,0.0,1041
c1f1bb8a-6169-4650-8c74-71a42d867c9c,1684255027369,133262369727058807,27,536.207,302.534,AbstractCategoryItemRenderer.java,1608,3,,,,3.37801,0.0,660
957c5f55-a26e-4d8f-b186-147bf21887b9,1684255027369,133262369705072149,28,544.384,276.113,AbstractCategoryItemRenderer.java,1609,3,,,,3.44201,0.0,1589
d83bd122-3ad6-4d9e-8e90-f0f018927b9f,1684255027369,133262369695484623,29,536.17,464.489,AbstractCategoryItemRenderer.java,1644,3,,,,3.4919,0.0,925
2309965f-8d45-42bc-a0a4-ddc544b9a8df,1684255027369,133262369687303713,30,572.611,527.417,AbstractCategoryItemRenderer.java,1633,9,,,,3.46787,0.0,675
42742855-6b06-440c-a919-f3faf8b9d016,1684255027369,133262369684319736,31,635,339.833,AbstractCategoryItemRenderer.java,1612,18,,,,3.24522,0.0,267
da4f7c22-4433-46f2-aaad-695fc387e9e5,1684255027369,133262369682067397,32,647,221,AbstractCategoryItemRenderer.java,1603,20,,,,3.3245,0.0,201
3e0e2cfc-d68f-4664-9a6d-36f21c1dd4ff,1684255027369,133262369677491662,33,653.88,428.68,AbstractCategoryItemRenderer.java,1618,21,,,,3.38839,0.0,416
19c1a98b-6168-402b-9e91-7d428cb1004d,1684255027369,133262369674887386,34,599.731,414.462,AbstractCategoryItemRenderer.java,1617,13,,,,3.38483,0.0,233
6a7c71cc-c8f3-4b7b-a0fb-c405deec0bc9,1684255027369,133262369669240857,35,741.25,426.583,AbstractCategoryItemRendererTest.java,336,33,,,,3.48709,0.0,292
52338176-f534-4e2f-aa7a-a055a6b14300,1684255027369,133262369651242345,36,788.159,447.091,AbstractCategoryItemRendererTest.java,338,42,,,,3.23622,0.0,1050
b0cc4aee-a16f-4bd8-a29e-9a3f62e844c0,1684255027369,133262369649490786,37,769.333,449.917,AbstractCategoryItemRendererTest.java,338,38,,,,3.2493,0.0,158
603ce49c-a5f5-4db8-8f38-356fa60c6960,1684255027369,133262369647156680,38,770.444,425.222,AbstractCategoryItemRendererTest.java,336,39,,,,3.18508,0.0,92
b9b6c0bf-b40f-4616-bbc5-e5b02496ef67,1684255027369,133262369643154643,39,662.88,425.84,AbstractCategoryItemRendererTest.java,336,23,,,,3.08076,0.0,333
dbfa7fc3-3e99-441e-90f8-bc6410f2e461,1684255027369,133262369636403400,40,726.944,419.481,AbstractCategoryItemRendererTest.java,336,26,,,,3.08636,0.0,650
bb4321fc-b1db-4b51-b514-6964791b16f7,1684255027369,133262369626737596,41,783.867,443.32,AbstractCategoryItemRendererTest.java,338,42,,,,3.23417,0.0,950
43063c63-d783-4706-8bea-637205b2a56c,1684255027369,133262369624736275,42,745.111,327.778,AbstractCategoryItemRendererTest.java,330,35,,,,3.27695,0.0,175
849e4590-1170-4216-ac9f-0540409a65c7,1684255027369,133262369606570297,43,632.047,393.581,AbstractCategoryItemRenderer.java,1615,19,,,,3.01264,0.0,906
8c7cf5e1-c212-4a39-b9ff-6e40dec421d6,1684255027369,133262369586483113,44,611.152,334.242,AbstractCategoryItemRenderer.java,1612,12,,,,3.04141,0.0,1201
5beeb4bc-da2b-428f-b17b-31208880a950,1684255027369,133262369583655653,45,639.25,434.417,AbstractCategoryItemRenderer.java,1618,18,,,,3.15475,0.0,232
4d08a37e-caa9-43f0-9165-331971fe15bb,1684255027369,133262369577566785,46,589.054,293.73,AbstractCategoryItemRenderer.java,1609,11,,,,3.1879,0.0,299
c1314d91-8c94-404d-88de-d3e15a2d41d1,1684255027369,133262369570656108,47,630.765,285.706,AbstractCategoryItemRenderer.java,1608,16,,,,3.23313,0.0,282
8532595b-958c-4b58-950a-5c9f749692f0,1684255027369,133262369561155008,48,621.916,418.386,AbstractCategoryItemRenderer.java,1618,17,,,,3.10472,0.0,884
34f2c37d-dce1-4286-a783-a73ec6ea603b,1684255027369,133262369559071430,49,576.65,278.1,AbstractCategoryItemRenderer.java,1608,10,,,,3.08721,0.0,181
4b0abcff-9218-4bd5-bf07-144a3c867613,1684255027369,133262369546905430,50,619.531,476.939,Bug-10.txt,59,17,,,,3.17148,0.0,475
231ac37a-9b0f-452b-8482-16e2a0405f3d,1684255027369,133262369528573585,51,565.762,491.845,Bug-10.txt,64,4,,,,3.32875,0.0,1500
dcb077fc-7241-4e8f-9e05-95f53b96e393,1684255027369,133262369526404300,52,613.4,432.8,Bug-10.txt,56,18,,,,3.49454,0.0,164
66623774-2ccb-4b55-86ab-49af4305f08a,1684255027369,133262369508653024,53,621.342,339.947,AbstractCategoryItemRenderer.java,1612,12,,,,3.13676,0.0,651
7a0103c6-5556-4813-acea-5599abb31384,1684255027369,133262369504987181,54,593.333,339.444,AbstractCategoryItemRenderer.java,1612,12,,,,3.08412,0.0,191
31b3a10c-bf93-4870-b42b-486177f476d6,1684255027369,133262369502321129,55,631.522,338.13,AbstractCategoryItemRenderer.java,1612,17,,,,3.04771,0.0,241
1b01b65b-2709-409d-9a5e-c41f0d104d5a,1684255027369,133262369493313523,56,642.263,341.474,AbstractCategoryItemRenderer.java,1612,17,,,,3.17702,0.0,375
3e670182-6b97-440a-a277-c0b394b19da9,1684255027369,133262369469488791,57,636.081,416.701,AbstractCategoryItemRenderer.java,1618,21,,,,3.15562,0.0,2359
d9dd5d6f-4cc4-4111-ba52-b0c9e781a2bd,1684255027369,133262369467219364,58,613.455,389.364,AbstractCategoryItemRenderer.java,1615,14,,,,3.24957,0.0,200
51960713-1cae-417c-aaf1-0c3c13fad64c,1684255027369,133262369465137011,59,712.048,458.19,AbstractCategoryItemRenderer.java,1620,29,,,,3.27763,0.0,193
